Customer_ID,Customer_Type,Region,Monthly_Quantity,Purchase_Frequency,Average_Order,Payment_Delay_Days,Credit_Limit,Relationship_Years,Previous_Month_Sales,Current_Month_Sales,Growth_Percentage,Complaint_Count,Customer_Category
C0624,Contractor,Erode,1420,15,99,13,1220312,13,117363,153511,30.8,5,High Value
C0625,Contractor,Trichy,186,1,186,2,141074,5,32494,31916,-1.78,0,Low Value
C0626,Dealer,Salem,498,5,102,18,554737,3,57778,57501,-0.48,1,Low Value
C0627,Contractor,Trichy,1370,18,91,5,1513966,1,131991,167114,26.61,2,High Value
C0628,Contractor,Chennai,452,6,73,38,623277,3,36602,35273,-3.63,5,Low Value
C0629,Dealer,Madurai,405,7,60,9,520560,3,25000,23702,-5.19,0,Low Value
C0630,Dealer,Chennai,370,5,70,18,489194,6,29703,35849,20.69,1,Regular
C0631,Contractor,Tirunelveli,407,3,129,4,467134,3,41537,41520,-0.04,1,Low Value
C0632,Retailer,Coimbatore,957,11,82,6,1102724,13,60518,62461,3.21,0,Regular
C0633,Contractor,Salem,133,1,129,5,237594,4,25000,22890,-8.44,1,Low Value
C0634,Contractor,Tirunelveli,1046,15,73,2,1151989,9,85590,95142,11.16,2,High Value
C0635,Dealer,Erode,206,1,225,3,229896,1,36442,37962,4.17,1,Low Value
C0636,Contractor,Trichy,389,6,59,7,487405,5,25000,26348,5.39,3,Low Value
C0637,Contractor,Coimbatore,355,6,56,10,506901,3,25000,25982,3.93,2,Low Value
C0638,Dealer,Madurai,622,11,56,3,767797,9,27580,29742,7.84,1,High Value
C0639,Dealer,Erode,187,1,190,6,291649,4,29624,28593,-3.48,2,Low Value
C0640,Dealer,Erode,580,8,75,4,825127,10,49504,53004,7.07,2,High Value
C0641,Dealer,Chennai,1370,20,79,7,1511320,7,110086,137685,25.07,1,High Value
C0642,Dealer,Dindigul,213,1,194,12,190170,3,43860,45382,3.47,3,Low Value
C0643,Dealer,Chennai,499,3,147,8,641183,2,77788,83000,6.7,1,Low Value
C0644,Dealer,Salem,313,1,300,5,189106,3,90522,94695,4.61,1,Low Value
C0645,Dealer,Madurai,569,8,80,15,524880,4,48661,52963,8.84,2,Regular
C0646,Retailer,Tirunelveli,455,2,215,10,526052,7,96683,107270,10.95,2,Low Value
C0647,Contractor,Madurai,316,3,81,8,441568,5,25000,25838,3.35,2,Low Value
C0648,Contractor,Dindigul,589,8,78,3,522244,8,44768,50077,11.86,0,Regular
C0649,Retailer,Tirunelveli,1214,15,83,14,1240962,11,97074,126808,30.63,3,High Value
C0650,Contractor,Salem,405,6,59,10,418520,5,25792,25351,-1.71,0,Low Value
C0651,Dealer,Madurai,669,8,76,11,681249,2,58099,59029,1.6,3,Low Value
C0652,Contractor,Coimbatore,221,5,36,6,436082,6,25000,22908,-8.37,2,Low Value
C0653,Contractor,Trichy,266,1,267,6,397881,14,74954,78709,5.01,1,Regular
C0654,Contractor,Coimbatore,584,6,92,22,641105,8,42440,39401,-7.16,3,Low Value
C0655,Contractor,Madurai,1018,10,106,6,994785,6,114462,138362,20.88,1,High Value
C0656,Dealer,Erode,547,8,46,3,473992,2,25000,26388,5.55,1,Regular
C0657,Dealer,Chennai,379,6,56,9,639572,4,25000,27535,10.14,0,Low Value
C0658,Dealer,Coimbatore,450,6,66,8,600554,1,26590,26114,-1.79,2,Low Value
C0659,Contractor,Coimbatore,226,5,43,15,242300,2,25000,23900,-4.4,2,Low Value
C0660,Contractor,Coimbatore,627,5,121,7,754302,6,60519,70583,16.63,6,Regular
C0661,Dealer,Chennai,731,12,67,12,831923,1,54835,64771,18.12,1,High Value
C0662,Retailer,Chennai,351,7,35,19,422897,4,25000,23755,-4.98,3,Low Value
C0663,Contractor,Erode,347,6,58,10,494175,2,25000,25470,1.88,1,Low Value
C0664,Dealer,Chennai,521,10,57,3,548870,2,30673,33065,7.8,1,Regular
C0665,Dealer,Erode,354,1,300,10,346649,5,93656,97805,4.43,2,Low Value
C0666,Dealer,Dindigul,434,4,105,6,506475,3,41300,42035,1.78,2,Low Value
C0667,Dealer,Trichy,1428,15,98,9,1408866,2,146427,195890,33.78,1,High Value
C0668,Dealer,Erode,393,6,51,8,561340,3,25000,22280,-10.88,3,Low Value
C0669,Dealer,Madurai,370,2,166,3,637788,1,62566,61990,-0.92,0,Low Value
C0670,Dealer,Tirunelveli,315,5,70,7,312234,10,25000,26595,6.38,4,Regular
C0671,Dealer,Coimbatore,678,11,62,3,583485,7,39729,45363,14.18,0,Regular
C0672,Retailer,Dindigul,407,6,77,5,252741,7,35913,40962,14.06,2,Regular
C0673,Dealer,Dindigul,315,4,68,14,372694,3,25000,26980,7.92,2,Low Value
C0674,Contractor,Tirunelveli,931,9,108,8,894770,6,92217,104528,13.35,0,Regular
C0675,Contractor,Tirunelveli,982,10,113,11,1054643,5,96177,119923,24.69,1,High Value
C0676,Retailer,Coimbatore,323,6,57,8,437462,3,25000,23948,-4.21,2,Low Value
C0677,Dealer,Madurai,161,3,56,6,55464,4,25000,26102,4.41,1,Low Value
C0678,Dealer,Coimbatore,783,9,87,9,630764,1,59059,72524,22.8,2,Regular
C0679,Retailer,Trichy,309,3,90,2,409162,2,25000,27428,9.71,1,Low Value
C0680,Retailer,Salem,695,4,185,13,730001,4,97019,105984,9.24,3,Low Value
C0681,Retailer,Coimbatore,152,1,147,4,165102,3,25000,23848,-4.61,3,Low Value
C0682,Dealer,Erode,735,12,65,11,644893,6,43673,43564,-0.25,0,Regular
C0683,Dealer,Salem,231,1,218,6,339917,3,57678,58416,1.28,1,Low Value
C0684,Contractor,Dindigul,673,8,75,3,895678,4,47342,48294,2.01,1,Regular
C0685,Retailer,Madurai,454,7,76,5,578258,5,29417,29238,-0.61,1,Regular
C0686,Contractor,Dindigul,266,1,263,11,211403,3,77408,70170,-9.35,2,Low Value
C0687,Contractor,Erode,360,5,84,27,446346,4,28620,27281,-4.68,4,Low Value
C0688,Dealer,Chennai,656,10,65,7,588666,5,42200,45943,8.87,2,Regular
C0689,Retailer,Chennai,477,6,65,25,679405,11,25000,26468,5.87,6,Regular
C0690,Dealer,Tirunelveli,621,13,55,2,768671,3,30848,32171,4.29,0,Regular
C0691,Dealer,Trichy,1334,12,106,6,1140721,3,159460,209052,31.1,1,High Value
C0692,Contractor,Chennai,190,4,53,7,248419,8,25000,24575,-1.7,2,Low Value
C0693,Contractor,Coimbatore,1095,13,84,11,1217346,9,81660,93084,13.99,0,High Value
C0694,Dealer,Madurai,477,7,56,5,524484,7,26719,28784,7.73,2,Regular
C0695,Dealer,Coimbatore,274,4,70,10,322793,9,25000,28795,15.18,1,Regular
C0696,Contractor,Madurai,216,1,234,7,123672,3,43447,43855,0.94,1,Low Value
C0697,Dealer,Madurai,406,5,85,17,548085,9,32855,33042,0.57,3,Regular
C0698,Contractor,Madurai,747,5,149,9,692134,7,126159,127093,0.74,1,Regular
C0699,Dealer,Erode,420,6,79,36,245227,2,27173,26092,-3.98,3,Low Value
C0700,Contractor,Chennai,1033,13,81,7,1064499,4,86841,103115,18.74,3,High Value
C0701,Contractor,Erode,203,4,52,16,413288,1,25000,23318,-6.73,2,Low Value
C0702,Dealer,Coimbatore,447,7,55,19,492518,5,25123,22764,-9.39,4,Low Value
C0703,Dealer,Coimbatore,226,3,77,1,511658,9,25000,24010,-3.96,3,Low Value
C0704,Dealer,Chennai,550,7,87,12,677976,3,41895,48301,15.29,3,Regular
C0705,Dealer,Coimbatore,733,7,98,6,822701,2,73535,88205,19.95,3,Regular
C0706,Retailer,Madurai,357,3,130,3,399042,2,38809,37214,-4.11,4,Low Value
C0707,Dealer,Salem,107,4,26,17,205756,5,25000,24945,-0.22,2,Low Value
C0708,Retailer,Trichy,502,9,49,5,578089,7,25000,24615,-1.54,5,Regular
C0709,Dealer,Salem,572,6,103,2,596928,12,44383,53428,20.38,3,High Value
C0710,Contractor,Salem,562,7,78,9,700404,1,49886,53348,6.94,3,Regular
C0711,Retailer,Madurai,888,9,105,19,825500,11,86031,103934,20.81,1,High Value
C0712,Contractor,Madurai,250,5,48,3,218393,5,25000,22190,-11.24,4,Low Value
C0713,Contractor,Tirunelveli,654,9,72,14,604117,8,37959,43106,13.56,0,Regular
C0714,Contractor,Chennai,867,14,66,1,1225429,7,56361,65086,15.48,1,High Value
C0715,Dealer,Madurai,169,1,171,19,294291,5,25000,25512,2.05,3,Low Value
C0716,Retailer,Erode,536,6,73,10,639139,5,41712,46830,12.27,2,Regular
C0717,Retailer,Madurai,341,4,76,3,285948,6,27561,28553,3.6,1,Low Value
C0718,Retailer,Salem,430,6,79,13,587301,4,27008,26579,-1.59,4,Low Value
C0719,Dealer,Erode,545,6,90,5,596261,4,54682,61282,12.07,4,Regular
C0720,Contractor,Trichy,344,2,168,4,417100,7,47843,49254,2.95,3,Low Value
C0721,Retailer,Madurai,310,5,51,5,281306,3,25000,23732,-5.07,2,Low Value
C0722,Dealer,Madurai,459,7,57,12,568382,9,29937,29563,-1.25,1,Regular
C0723,Dealer,Coimbatore,247,1,231,3,246090,8,62932,57526,-8.59,3,Low Value
C0724,Contractor,Madurai,248,6,41,1,265927,3,25000,24202,-3.19,2,Regular
C0725,Contractor,Salem,654,10,61,5,838993,7,35388,41687,17.8,1,High Value
C0726,Retailer,Madurai,239,3,72,17,129625,6,25000,24900,-0.4,1,Low Value
C0727,Dealer,Chennai,649,8,81,17,790423,3,43387,44558,2.7,4,Low Value
C0728,Retailer,Erode,580,8,75,5,746138,7,41334,47150,14.07,4,Regular
C0729,Dealer,Tirunelveli,174,1,191,5,129343,11,35470,33693,-5.01,5,Low Value
C0730,Dealer,Salem,310,4,65,5,288061,9,25000,25952,3.81,0,Low Value
C0731,Dealer,Coimbatore,868,6,154,4,858037,2,135529,151806,12.01,1,Regular
C0732,Retailer,Salem,262,5,60,5,391544,6,25000,26620,6.48,0,Regular
C0733,Contractor,Chennai,349,1,300,9,365307,8,92815,85288,-8.11,1,Low Value
C0734,Contractor,Coimbatore,580,10,60,18,740027,3,35314,34873,-1.25,1,Regular
C0735,Dealer,Madurai,692,7,95,3,958758,9,61585,61905,0.52,1,Regular
C0736,Retailer,Dindigul,392,4,99,4,395274,3,41711,42220,1.22,0,Low Value
C0737,Dealer,Coimbatore,324,3,120,10,180578,4,31585,34516,9.28,4,Low Value
C0738,Retailer,Trichy,984,11,94,12,1142511,3,98599,109662,11.22,1,Regular
C0739,Contractor,Coimbatore,1171,17,73,2,1476348,2,66309,77442,16.79,0,High Value
C0740,Dealer,Coimbatore,771,4,189,22,825482,6,120600,139148,15.38,1,Regular
C0741,Contractor,Dindigul,472,8,47,6,441670,2,25000,27897,11.59,1,Regular
C0742,Dealer,Tirunelveli,289,4,71,2,353783,4,25000,25210,0.84,2,Low Value
C0743,Contractor,Tirunelveli,285,1,295,2,195027,6,71554,76470,6.87,5,Low Value
C0744,Contractor,Madurai,600,5,108,2,722143,3,57081,57355,0.48,2,Regular
C0745,Dealer,Coimbatore,566,10,48,16,513945,10,26213,30627,16.84,4,High Value
C0746,Retailer,Chennai,973,10,98,8,986035,4,79585,103954,30.62,2,High Value
C0747,Dealer,Madurai,644,5,121,16,561879,12,83726,94845,13.28,1,Regular
C0748,Contractor,Trichy,197,5,33,7,317669,1,25000,20720,-17.12,2,Low Value
C0749,Retailer,Tirunelveli,803,10,77,16,833589,6,49967,53545,7.16,1,Regular
C0750,Contractor,Madurai,260,1,249,7,329211,5,60566,63328,4.56,1,Low Value
C0751,Dealer,Chennai,364,5,65,11,447082,4,25078,24717,-1.44,1,Low Value
C0752,Retailer,Trichy,516,4,135,7,443201,5,61644,70804,14.86,5,Low Value
C0753,Contractor,Madurai,1349,18,64,7,1512875,7,86616,111977,29.28,2,High Value
C0754,Dealer,Trichy,1800,20,77,4,1839148,7,106734,139587,30.78,1,High Value
C0755,Dealer,Erode,628,8,73,12,586177,4,45545,48924,7.42,3,Low Value
C0756,Retailer,Tirunelveli,407,6,74,3,761861,6,25000,24588,-1.65,5,Regular
C0757,Contractor,Erode,604,11,53,12,777572,3,34644,36387,5.03,1,Regular
C0758,Contractor,Chennai,733,9,78,8,787659,8,51009,54972,7.77,3,Regular
C0759,Retailer,Madurai,377,2,189,12,589275,11,61464,69018,12.29,1,Low Value
C0760,Retailer,Chennai,1208,15,67,9,1502818,8,87925,120317,36.84,3,High Value
C0761,Dealer,Chennai,511,10,55,17,611908,3,25000,23332,-6.67,6,Regular
C0762,Dealer,Dindigul,592,5,121,10,679888,2,65088,60265,-7.41,2,Low Value
C0763,Dealer,Madurai,649,7,89,8,592090,17,51869,57689,11.22,1,Regular
C0764,Contractor,Chennai,567,8,79,1,635287,10,38698,38423,-0.71,1,Regular
C0765,Dealer,Madurai,714,8,80,17,754012,7,63672,69772,9.58,3,Regular
C0766,Contractor,Coimbatore,320,2,169,2,393179,11,56804,62394,9.84,2,Regular
C0767,Retailer,Tirunelveli,331,6,56,2,468281,5,25000,28300,13.2,3,Regular
C0768,Retailer,Chennai,246,8,28,13,447279,7,25000,25248,0.99,5,Low Value
C0769,Dealer,Coimbatore,573,7,82,8,674567,10,45150,48509,7.44,2,Regular
C0770,Retailer,Coimbatore,691,6,114,2,589061,4,87466,84448,-3.45,3,Regular
C0771,Dealer,Chennai,579,4,155,5,502534,6,78543,85023,8.25,0,Regular
C0772,Retailer,Tirunelveli,1130,14,72,17,1137931,9,79706,95408,19.7,4,High Value
C0773,Dealer,Dindigul,449,7,58,9,506781,2,25000,26882,7.53,1,Regular
C0774,Dealer,Erode,650,9,81,8,861593,4,49798,51516,3.45,5,Low Value
C0775,Retailer,Tirunelveli,247,3,78,4,181397,9,25000,24718,-1.13,4,Low Value
C0776,Dealer,Coimbatore,364,3,129,13,377510,5,39079,35621,-8.85,2,Low Value
C0777,Dealer,Salem,660,6,124,7,822361,5,86119,80194,-6.88,3,Low Value
C0778,Contractor,Coimbatore,718,10,69,12,769315,5,46101,46926,1.79,1,Regular
C0779,Contractor,Trichy,383,6,69,4,527800,9,29953,28141,-6.05,2,Regular
C0780,Contractor,Dindigul,433,2,207,27,450305,2,76574,77968,1.82,4,Low Value
C0781,Contractor,Madurai,195,5,45,19,331564,3,25000,23085,-7.66,3,Low Value
C0782,Contractor,Erode,370,6,63,9,434083,2,26254,25606,-2.47,0,Low Value
C0783,Dealer,Chennai,734,11,71,10,910948,4,52916,54514,3.02,2,Regular
C0784,Dealer,Salem,617,5,118,5,474043,5,79978,68725,-14.07,0,Regular
C0785,Dealer,Salem,593,4,135,12,583453,1,86539,100325,15.93,2,Regular
C0786,Retailer,Dindigul,462,5,96,1,563289,3,39653,38911,-1.87,1,Regular
C0787,Contractor,Salem,452,6,59,22,595243,5,26403,26126,-1.05,2,Low Value
C0788,Contractor,Salem,313,7,42,12,604204,6,25000,22678,-9.29,4,Low Value
C0789,Contractor,Madurai,661,9,81,3,697927,13,51625,61692,19.5,1,High Value
C0790,Retailer,Chennai,567,6,96,21,806488,7,45841,48715,6.27,3,Low Value
C0791,Dealer,Madurai,590,5,134,26,557417,4,82815,81200,-1.95,1,Low Value
C0792,Contractor,Tirunelveli,337,6,64,10,592888,5,25000,24672,-1.31,2,Low Value
C0793,Contractor,Chennai,138,1,133,4,302396,5,25000,27460,9.84,1,Low Value
C0794,Contractor,Salem,823,13,64,8,820935,3,45167,50312,11.39,2,Regular
C0795,Dealer,Madurai,346,4,86,11,453945,6,34204,34389,0.54,0,Low Value
C0796,Retailer,Madurai,280,6,34,10,378852,3,25000,23220,-7.12,5,Low Value
C0797,Retailer,Salem,659,9,66,3,818220,6,33378,32357,-3.06,4,Regular
C0798,Contractor,Madurai,363,4,86,11,404757,5,26126,26314,0.72,5,Low Value
C0799,Contractor,Madurai,806,8,84,16,819230,4,77076,86872,12.71,2,Regular
C0800,Retailer,Madurai,632,7,91,3,860491,4,65661,76561,16.6,1,Regular
C0801,Contractor,Erode,655,9,71,3,727903,8,47062,44747,-4.92,3,Regular
C0802,Dealer,Tirunelveli,212,3,57,5,390371,7,25000,23098,-7.61,3,Low Value
C0803,Contractor,Coimbatore,876,9,101,7,900558,4,73929,80982,9.54,0,Regular
C0804,Contractor,Trichy,520,6,92,14,789000,7,54481,57456,5.46,1,Regular
C0805,Contractor,Coimbatore,367,4,94,16,353550,5,27844,27847,0.01,3,Low Value
C0806,Contractor,Tirunelveli,487,1,300,4,427253,5,115485,121259,5.0,2,Regular
C0807,Retailer,Salem,169,3,61,9,437592,3,25000,25010,0.04,3,Low Value
C0808,Retailer,Trichy,563,5,118,16,560156,12,65056,66038,1.51,3,Regular
C0809,Contractor,Trichy,255,1,257,28,495879,11,69624,73119,5.02,2,Low Value
C0810,Dealer,Madurai,214,1,207,9,375921,3,39721,40206,1.22,2,Low Value
C0811,Retailer,Salem,195,1,197,9,234192,4,43838,42027,-4.13,1,Low Value
C0812,Retailer,Tirunelveli,830,7,128,10,646905,6,98141,121646,23.95,3,Regular
C0813,Dealer,Trichy,318,2,154,6,366982,7,39676,44965,13.33,6,Low Value
C0814,Retailer,Madurai,1046,16,82,9,1168296,2,80316,98668,22.85,1,High Value
C0815,Retailer,Madurai,335,3,107,1,535816,2,36620,29600,-19.17,2,Low Value
C0816,Contractor,Erode,176,2,88,5,439214,1,25000,27102,8.41,5,Low Value
C0817,Contractor,Trichy,244,4,56,11,248202,7,25000,26365,5.46,2,Low Value
C0818,Dealer,Tirunelveli,888,11,83,4,1057942,1,72778,92726,27.41,0,High Value
C0819,Dealer,Salem,413,5,69,14,577898,3,25000,27592,10.37,4,Regular
C0820,Dealer,Coimbatore,333,2,162,2,510860,8,54397,62497,14.89,1,Regular
C0821,Retailer,Trichy,491,9,46,14,660193,8,25847,28778,11.34,1,Regular
C0822,Dealer,Madurai,593,11,55,14,477950,12,25101,29694,18.3,0,High Value
C0823,Dealer,Salem,832,6,147,28,835549,14,135098,170642,26.31,1,Regular
C0824,Dealer,Tirunelveli,998,10,105,6,904615,20,102161,126281,23.61,3,High Value
C0825,Contractor,Salem,369,4,73,8,412337,4,25000,22788,-8.85,3,Low Value
C0826,Retailer,Chennai,217,1,233,20,389051,3,57233,53868,-5.88,3,Low Value
C0827,Dealer,Madurai,358,5,74,19,475918,6,25000,25842,3.37,2,Low Value
C0828,Dealer,Erode,519,5,98,15,713921,2,44895,46718,4.06,1,Low Value
C0829,Contractor,Tirunelveli,265,7,39,10,425260,4,25000,22690,-9.24,3,Low Value
C0830,Contractor,Trichy,266,6,46,20,217301,5,25000,21660,-13.36,1,Low Value
C0831,Dealer,Erode,544,7,72,35,318898,6,42424,41024,-3.3,4,Low Value
C0832,Contractor,Chennai,438,7,64,12,549157,7,27913,30615,9.68,4,Regular
C0833,Dealer,Chennai,458,8,52,8,534629,4,26562,30599,15.2,0,Regular
C0834,Dealer,Tirunelveli,297,2,145,13,234217,2,36295,38248,5.38,2,Low Value
C0835,Contractor,Tirunelveli,396,3,127,9,243525,2,40156,43882,9.28,1,Low Value
C0836,Contractor,Salem,271,3,79,6,253181,1,25000,24682,-1.27,1,Low Value
C0837,Retailer,Madurai,734,10,75,14,795561,3,52471,50713,-3.35,2,Regular
C0838,Dealer,Coimbatore,795,10,84,5,950655,2,76752,83107,8.28,1,High Value
C0839,Contractor,Erode,163,1,167,12,248186,3,27983,26500,-5.3,4,Low Value
C0840,Contractor,Trichy,270,2,142,2,521468,6,33485,32902,-1.74,2,Low Value
C0841,Dealer,Coimbatore,198,2,102,22,143028,2,25000,23880,-4.48,3,Low Value
C0842,Contractor,Coimbatore,315,4,74,4,496477,5,25000,26280,5.12,4,Low Value
C0843,Dealer,Coimbatore,430,9,54,2,554176,4,25000,27642,10.57,3,Regular
C0844,Retailer,Salem,203,1,192,18,342910,6,41967,40045,-4.58,2,Low Value
C0845,Dealer,Erode,271,4,61,21,300968,7,25000,21342,-14.63,3,Low Value
C0846,Contractor,Trichy,259,6,35,10,495752,4,25000,23995,-4.02,3,Low Value
C0847,Dealer,Madurai,504,10,59,7,658827,5,25000,26500,6.0,2,Regular
C0848,Retailer,Trichy,467,5,101,6,450417,4,44216,50079,13.26,2,Regular
C0849,Contractor,Dindigul,303,5,64,9,391107,3,25000,24048,-3.81,3,Low Value
C0850,Contractor,Salem,496,7,79,8,551853,3,33916,36704,8.22,1,Regular
C0851,Dealer,Trichy,333,4,76,7,464751,6,25000,26068,4.27,1,Low Value
C0852,Contractor,Tirunelveli,388,4,100,4,311227,10,40930,43267,5.71,6,Regular
C0853,Dealer,Dindigul,1130,14,80,3,1199978,10,103602,133211,28.58,0,High Value
C0854,Retailer,Dindigul,941,6,164,8,994287,2,163756,179395,9.55,1,Regular
C0855,Dealer,Erode,220,4,54,9,313963,10,25000,24185,-3.26,3,Low Value
C0856,Dealer,Trichy,710,9,76,4,948133,2,45754,50178,9.67,1,Regular
C0857,Dealer,Tirunelveli,703,8,92,5,861433,5,54138,57381,5.99,1,Regular
C0858,Contractor,Chennai,239,7,41,9,361252,6,25000,25838,3.35,2,Low Value
C0859,Contractor,Dindigul,706,7,96,4,785103,1,65779,68627,4.33,1,Regular
C0860,Dealer,Salem,1048,12,87,16,1145280,4,90461,106192,17.39,2,High Value
C0861,Retailer,Tirunelveli,243,7,26,11,413946,11,25000,25142,0.57,2,Low Value
C0862,Contractor,Salem,272,2,116,4,111121,1,32249,32630,1.18,1,Low Value
C0863,Contractor,Trichy,788,8,100,11,804617,18,68314,76928,12.61,0,Regular
C0864,Contractor,Chennai,522,6,92,4,412567,1,42363,43575,2.86,1,Regular
C0865,Contractor,Erode,609,9,70,14,854044,6,43594,46990,7.79,3,Regular
C0866,Contractor,Erode,543,7,62,4,613248,1,29955,32085,7.11,1,Regular
C0867,Dealer,Madurai,558,4,137,7,574099,6,63836,68439,7.21,4,Low Value
C0868,Dealer,Trichy,217,1,199,9,379066,9,38853,43628,12.29,0,Regular
C0869,Retailer,Madurai,801,8,111,20,902529,8,76360,79460,4.06,1,Regular
C0870,Retailer,Salem,856,10,77,4,787164,9,51762,59526,15.0,1,High Value
C0871,Dealer,Tirunelveli,397,6,76,4,475941,4,32648,30196,-7.51,1,Low Value
C0872,Dealer,Trichy,439,6,81,2,479930,2,38804,41404,6.7,0,Regular
C0873,Contractor,Chennai,194,1,187,24,50000,11,30397,27366,-9.97,3,Low Value
C0874,Contractor,Dindigul,597,9,57,8,607617,15,26403,28814,9.13,2,Regular
C0875,Dealer,Tirunelveli,616,8,80,16,672575,5,51524,53559,3.95,2,Low Value
C0876,Dealer,Chennai,435,8,48,5,526956,4,25000,26532,6.13,1,Regular
C0877,Contractor,Chennai,835,11,77,5,738882,3,58340,63497,8.84,3,High Value
C0878,Contractor,Chennai,374,7,50,8,615100,8,25000,24875,-0.5,5,Low Value
C0879,Dealer,Trichy,614,8,63,8,680648,9,32513,38824,19.41,1,Regular
C0880,Dealer,Chennai,257,6,25,12,369956,4,25000,25235,0.94,4,Low Value
C0881,Dealer,Salem,444,6,76,8,572477,12,36165,37141,2.7,1,Regular
C0882,Contractor,Dindigul,409,5,77,6,388081,7,26228,26936,2.7,3,Low Value
C0883,Dealer,Salem,509,11,42,24,694413,5,25000,28565,14.26,2,Regular
C0884,Dealer,Tirunelveli,367,6,67,4,414901,6,25000,25472,1.89,2,Low Value
C0885,Retailer,Trichy,419,6,79,4,395560,2,25808,25413,-1.53,1,Regular
C0886,Dealer,Chennai,709,6,116,4,818464,8,94323,100963,7.04,3,High Value
C0887,Contractor,Madurai,354,2,174,13,578901,2,62350,60093,-3.62,2,Low Value
C0888,Dealer,Trichy,186,3,66,11,356080,3,25000,23260,-6.96,1,Low Value
C0889,Dealer,Salem,1178,14,73,7,1355057,5,90827,101463,11.71,1,Regular
C0890,Dealer,Erode,962,10,98,4,950224,14,102387,114356,11.69,0,High Value
C0891,Contractor,Madurai,221,3,78,9,107136,6,25000,23398,-6.41,4,Low Value
C0892,Retailer,Coimbatore,658,11,65,14,945117,3,32360,36013,11.29,2,Regular
C0893,Retailer,Tirunelveli,341,5,53,21,671392,6,25000,24308,-2.77,8,Low Value
C0894,Dealer,Trichy,520,4,124,5,750137,7,65251,68944,5.66,1,Regular
C0895,Contractor,Chennai,529,6,81,7,556356,10,38577,45093,16.89,2,Regular
C0896,Dealer,Tirunelveli,396,3,133,11,309044,5,60199,67206,11.64,3,Low Value
C0897,Dealer,Salem,292,3,101,6,231318,3,29969,29513,-1.52,3,Low Value
C0898,Retailer,Trichy,308,3,115,2,170752,16,40117,40787,1.67,3,Low Value
C0899,Dealer,Coimbatore,272,2,132,7,317315,6,29821,28279,-5.17,1,Low Value
C0900,Dealer,Tirunelveli,285,1,281,3,521931,3,87740,92732,5.69,1,Low Value
C0901,Dealer,Chennai,434,5,96,15,486900,5,36604,37065,1.26,4,Low Value
C0902,Dealer,Madurai,304,2,154,6,393679,3,53643,52581,-1.98,1,Low Value
C0903,Dealer,Tirunelveli,655,2,300,7,820822,10,159769,167917,5.1,3,Regular
C0904,Contractor,Madurai,1020,16,66,4,1085509,7,64394,72772,13.01,2,High Value
C0905,Contractor,Tirunelveli,327,6,45,8,669214,4,25000,25868,3.47,3,Low Value
C0906,Retailer,Trichy,513,5,92,18,810101,9,43565,41866,-3.9,3,Regular
C0907,Retailer,Erode,592,7,72,16,646467,4,39949,44999,12.64,0,Regular
C0908,Dealer,Coimbatore,583,5,122,3,561246,5,81407,85013,4.43,2,Regular
C0909,Dealer,Coimbatore,469,9,62,0,665319,3,26755,27938,4.42,1,Regular
C0910,Dealer,Madurai,677,12,71,7,752747,3,47665,47417,-0.52,5,Regular
C0911,Contractor,Coimbatore,587,7,91,6,519163,15,41228,45817,11.13,3,Regular
C0912,Dealer,Dindigul,228,5,55,6,482549,9,25000,24710,-1.16,1,Low Value
C0913,Contractor,Erode,726,9,76,5,946074,1,55687,60827,9.23,2,Regular
C0914,Contractor,Coimbatore,733,6,113,3,788711,2,75508,91176,20.75,2,High Value
C0915,Contractor,Coimbatore,296,3,105,30,211056,2,25000,24280,-2.88,1,Low Value
C0916,Contractor,Salem,459,6,80,24,389607,5,36230,34806,-3.93,5,Low Value
C0917,Dealer,Dindigul,655,7,94,6,728618,4,46489,48302,3.9,3,Low Value
C0918,Retailer,Chennai,401,4,103,9,403865,11,30997,33883,9.31,1,Regular
C0919,Retailer,Coimbatore,812,9,93,15,832269,4,75247,90176,19.84,0,Regular
C0920,Dealer,Coimbatore,1651,19,97,9,1828986,15,132218,180200,36.29,4,High Value
C0921,Retailer,Salem,292,4,83,5,459182,5,25000,26540,6.16,0,Low Value
C0922,Contractor,Madurai,211,1,215,2,431727,16,45878,49640,8.2,1,Regular
C0923,Retailer,Salem,532,5,113,8,468325,4,46378,53669,15.72,1,Regular
C0924,Retailer,Coimbatore,669,5,138,3,662467,4,80815,77647,-3.92,2,Regular
C0925,Contractor,Tirunelveli,396,7,53,17,586678,9,25000,26890,7.56,3,Regular
C0926,Dealer,Madurai,1001,8,131,8,1075619,8,128780,160318,24.49,2,High Value
C0927,Dealer,Chennai,216,5,32,11,502486,2,25000,22038,-11.85,4,Low Value
C0928,Contractor,Chennai,659,11,68,6,817614,5,46535,47982,3.11,1,Regular
C0929,Contractor,Salem,322,3,98,14,606473,4,26889,25297,-5.92,3,Low Value
C0930,Dealer,Madurai,1159,8,147,5,1220952,3,133862,153674,14.8,2,High Value
C0931,Dealer,Chennai,1346,15,83,10,1526560,5,87305,105194,20.49,2,High Value
C0932,Retailer,Chennai,295,3,103,6,322928,4,27968,28687,2.57,2,Low Value
C0933,Retailer,Chennai,333,2,166,7,383764,5,62372,67331,7.95,1,Low Value
C0934,Contractor,Chennai,722,7,90,15,882013,2,54394,62885,15.61,5,Regular
C0935,Dealer,Salem,364,7,55,4,661957,1,25000,23962,-4.15,1,Low Value
